,Text,Intent,Domain,Name,Area,DeviceClass,Response,State
10373,quale ventilazione del custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10374,quale ventilazione nella custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10375,quale ventilazione nella custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10376,quale ventilazione nello custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10377,quale ventilazione nello custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10378,quale ventilazione nel custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10379,quale ventilazione nel custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10380,quale ventilazione in custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10381,quale ventilazione in custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10382,quale ventola della custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10383,quale ventola della custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10384,quale ventola dello custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10385,quale ventola dello custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10386,quale ventola del custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10387,quale ventola del custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10388,quale ventola nella custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10389,quale ventola nella custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10390,quale ventola nello custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10391,quale ventola nello custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10392,quale ventola nel custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10393,quale ventola nel custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10394,quale ventola in custom_area è spenta,HassGetState,fan,none,custom_area,none,which,off
10395,quale ventola in custom_area è accesa,HassGetState,fan,none,custom_area,none,which,on
10396,quali lampade sono spente,HassGetState,light,none,none,none,which,off
10397,quali lampade sono accese,HassGetState,light,none,none,none,which,on
10398,quali luci sono spente,HassGetState,light,none,none,none,which,off
10399,quali luci sono accese,HassGetState,light,none,none,none,which,on
10400,quali condizionatori sono spenti,HassGetState,fan,none,none,none,which,off
10401,quali condizionatori sono accesi,HassGetState,fan,none,none,none,which,on
10402,quali climatizzatori sono spenti,HassGetState,fan,none,none,none,which,off
10403,quali climatizzatori sono accesi,HassGetState,fan,none,none,none,which,on
10404,quali ventilatori sono spenti,HassGetState,fan,none,none,none,which,off
10405,quali ventilatori sono accesi,HassGetState,fan,none,none,none,which,on
10406,quali ventole sono spente,HassGetState,fan,none,none,none,which,off
10407,quali ventole sono accese,HassGetState,fan,none,none,none,which,on
10408,quale lampada è spenta,HassGetState,light,none,none,none,which,off
10409,quale lampada è accesa,HassGetState,light,none,none,none,which,on
10410,quale luce è spenta,HassGetState,light,none,none,none,which,off
10411,quale luce è accesa,HassGetState,light,none,none,none,which,on
10412,quale condizionatore è spento,HassGetState,fan,none,none,none,which,off
10413,quale condizionatore è acceso,HassGetState,fan,none,none,none,which,on
10414,quale climatizzatore è spento,HassGetState,fan,none,none,none,which,off
10415,quale climatizzatore è acceso,HassGetState,fan,none,none,none,which,on
10416,quale ventilatore è spento,HassGetState,fan,none,none,none,which,off
10417,quale ventilatore è acceso,HassGetState,fan,none,none,none,which,on
10418,quale ventilazione è spenta,HassGetState,fan,none,none,none,which,off
10419,quale ventilazione è accesa,HassGetState,fan,none,none,none,which,on
10420,quale ventola è spenta,HassGetState,fan,none,none,none,which,off
10421,quale ventola è accesa,HassGetState,fan,none,none,none,which,on
10422,puoi dirmi quali lampade sono spente nella custom_area,HassGetState,light,none,custom_area,none,which,off
10423,puoi dirmi quali lampade sono spente nello custom_area,HassGetState,light,none,custom_area,none,which,off
10424,puoi dirmi quali lampade sono spente nel custom_area,HassGetState,light,none,custom_area,none,which,off
10425,puoi dirmi quali lampade sono spente in custom_area,HassGetState,light,none,custom_area,none,which,off
10426,puoi dirmi quali lampade sono accese nella custom_area,HassGetState,light,none,custom_area,none,which,on
10427,puoi dirmi quali lampade sono accese nello custom_area,HassGetState,light,none,custom_area,none,which,on
10428,puoi dirmi quali lampade sono accese nel custom_area,HassGetState,light,none,custom_area,none,which,on
10429,puoi dirmi quali lampade sono accese in custom_area,HassGetState,light,none,custom_area,none,which,on
10430,puoi dirmi quali luci sono spente nella custom_area,HassGetState,light,none,custom_area,none,which,off
10431,puoi dirmi quali luci sono spente nello custom_area,HassGetState,light,none,custom_area,none,which,off
10432,puoi dirmi quali luci sono spente nel custom_area,HassGetState,light,none,custom_area,none,which,off
10433,puoi dirmi quali luci sono spente in custom_area,HassGetState,light,none,custom_area,none,which,off
10434,puoi dirmi quali luci sono accese nella custom_area,HassGetState,light,none,custom_area,none,which,on
10435,puoi dirmi quali luci sono accese nello custom_area,HassGetState,light,none,custom_area,none,which,on
10436,puoi dirmi quali luci sono accese nel custom_area,HassGetState,light,none,custom_area,none,which,on
10437,puoi dirmi quali luci sono accese in custom_area,HassGetState,light,none,custom_area,none,which,on
10438,puoi dirmi quali condizionatori sono spenti nella custom_area,HassGetState,fan,none,custom_area,none,which,off
10439,puoi dirmi quali condizionatori sono spenti nello custom_area,HassGetState,fan,none,custom_area,none,which,off
10440,puoi dirmi quali condizionatori sono spenti nel custom_area,HassGetState,fan,none,custom_area,none,which,off
10441,puoi dirmi quali condizionatori sono spenti in custom_area,HassGetState,fan,none,custom_area,none,which,off
10442,puoi dirmi quali condizionatori sono accesi nella custom_area,HassGetState,fan,none,custom_area,none,which,on
10443,puoi dirmi quali condizionatori sono accesi nello custom_area,HassGetState,fan,none,custom_area,none,which,on
10444,puoi dirmi quali condizionatori sono accesi nel custom_area,HassGetState,fan,none,custom_area,none,which,on
10445,puoi dirmi quali condizionatori sono accesi in custom_area,HassGetState,fan,none,custom_area,none,which,on
10446,puoi dirmi quali climatizzatori sono spenti nella custom_area,HassGetState,fan,none,custom_area,none,which,off
10447,puoi dirmi quali climatizzatori sono spenti nello custom_area,HassGetState,fan,none,custom_area,none,which,off
10448,puoi dirmi quali climatizzatori sono spenti nel custom_area,HassGetState,fan,none,custom_area,none,which,off
10449,puoi dirmi quali climatizzatori sono spenti in custom_area,HassGetState,fan,none,custom_area,none,which,off
10450,puoi dirmi quali climatizzatori sono accesi nella custom_area,HassGetState,fan,none,custom_area,none,which,on
10451,puoi dirmi quali climatizzatori sono accesi nello custom_area,HassGetState,fan,none,custom_area,none,which,on
10452,puoi dirmi quali climatizzatori sono accesi nel custom_area,HassGetState,fan,none,custom_area,none,which,on
10453,puoi dirmi quali climatizzatori sono accesi in custom_area,HassGetState,fan,none,custom_area,none,which,on
10454,puoi dirmi quali ventilatori sono spenti nella custom_area,HassGetState,fan,none,custom_area,none,which,off
10455,puoi dirmi quali ventilatori sono spenti nello custom_area,HassGetState,fan,none,custom_area,none,which,off
10456,puoi dirmi quali ventilatori sono spenti nel custom_area,HassGetState,fan,none,custom_area,none,which,off
10457,puoi dirmi quali ventilatori sono spenti in custom_area,HassGetState,fan,none,custom_area,none,which,off
10458,puoi dirmi quali ventilatori sono accesi nella custom_area,HassGetState,fan,none,custom_area,none,which,on
10459,puoi dirmi quali ventilatori sono accesi nello custom_area,HassGetState,fan,none,custom_area,none,which,on
10460,puoi dirmi quali ventilatori sono accesi nel custom_area,HassGetState,fan,none,custom_area,none,which,on
10461,puoi dirmi quali ventilatori sono accesi in custom_area,HassGetState,fan,none,custom_area,none,which,on
10462,puoi dirmi quali ventole sono spente nella custom_area,HassGetState,fan,none,custom_area,none,which,off
10463,puoi dirmi quali ventole sono spente nello custom_area,HassGetState,fan,none,custom_area,none,which,off
10464,puoi dirmi quali ventole sono spente nel custom_area,HassGetState,fan,none,custom_area,none,which,off
10465,puoi dirmi quali ventole sono spente in custom_area,HassGetState,fan,none,custom_area,none,which,off
10466,puoi dirmi quali ventole sono accese nella custom_area,HassGetState,fan,none,custom_area,none,which,on
10467,puoi dirmi quali ventole sono accese nello custom_area,HassGetState,fan,none,custom_area,none,which,on
10468,puoi dirmi quali ventole sono accese nel custom_area,HassGetState,fan,none,custom_area,none,which,on
10469,puoi dirmi quali ventole sono accese in custom_area,HassGetState,fan,none,custom_area,none,which,on
10470,puoi dirmi quale lampada è spenta nella custom_area,HassGetState,light,none,custom_area,none,which,off
10471,puoi dirmi quale lampada è spenta nello custom_area,HassGetState,light,none,custom_area,none,which,off
10472,puoi dirmi quale lampada è spenta nel custom_area,HassGetState,light,none,custom_area,none,which,off
10473,puoi dirmi quale lampada è spenta in custom_area,HassGetState,light,none,custom_area,none,which,off
10474,puoi dirmi quale lampada è accesa nella custom_area,HassGetState,light,none,custom_area,none,which,on
10475,puoi dirmi quale lampada è accesa nello custom_area,HassGetState,light,none,custom_area,none,which,on
10476,puoi dirmi quale lampada è accesa nel custom_area,HassGetState,light,none,custom_area,none,which,on
10477,puoi dirmi quale lampada è accesa in custom_area,HassGetState,light,none,custom_area,none,which,on
10478,puoi dirmi quale luce è spenta nella custom_area,HassGetState,light,none,custom_area,none,which,off
10479,puoi dirmi quale luce è spenta nello custom_area,HassGetState,light,none,custom_area,none,which,off
10480,puoi dirmi quale luce è spenta nel custom_area,HassGetState,light,none,custom_area,none,which,off
10481,puoi dirmi quale luce è spenta in custom_area,HassGetState,light,none,custom_area,none,which,off
10482,puoi dirmi quale luce è accesa nella custom_area,HassGetState,light,none,custom_area,none,which,on
10483,puoi dirmi quale luce è accesa nello custom_area,HassGetState,light,none,custom_area,none,which,on
10484,puoi dirmi quale luce è accesa nel custom_area,HassGetState,light,none,custom_area,none,which,on
10485,puoi dirmi quale luce è accesa in custom_area,HassGetState,light,none,custom_area,none,which,on
10486,puoi dirmi quale condizionatore è spento nella custom_area,HassGetState,fan,none,custom_area,none,which,off
10487,puoi dirmi quale condizionatore è spento nello custom_area,HassGetState,fan,none,custom_area,none,which,off
10488,puoi dirmi quale condizionatore è spento nel custom_area,HassGetState,fan,none,custom_area,none,which,off
10489,puoi dirmi quale condizionatore è spento in custom_area,HassGetState,fan,none,custom_area,none,which,off
10490,puoi dirmi quale condizionatore è acceso nella custom_area,HassGetState,fan,none,custom_area,none,which,on
10491,puoi dirmi quale condizionatore è acceso nello custom_area,HassGetState,fan,none,custom_area,none,which,on
10492,puoi dirmi quale condizionatore è acceso nel custom_area,HassGetState,fan,none,custom_area,none,which,on
10493,puoi dirmi quale condizionatore è acceso in custom_area,HassGetState,fan,none,custom_area,none,which,on
10494,puoi dirmi quale climatizzatore è spento nella custom_area,HassGetState,fan,none,custom_area,none,which,off
10495,puoi dirmi quale climatizzatore è spento nello custom_area,HassGetState,fan,none,custom_area,none,which,off
10496,puoi dirmi quale climatizzatore è spento nel custom_area,HassGetState,fan,none,custom_area,none,which,off
10497,puoi dirmi quale climatizzatore è spento in custom_area,HassGetState,fan,none,custom_area,none,which,off
10498,puoi dirmi quale climatizzatore è acceso nella custom_area,HassGetState,fan,none,custom_area,none,which,on
10499,puoi dirmi quale climatizzatore è acceso nello custom_area,HassGetState,fan,none,custom_area,none,which,on
10500,puoi dirmi quale climatizzatore è acceso nel custom_area,HassGetState,fan,none,custom_area,none,which,on
10501,puoi dirmi quale climatizzatore è acceso in custom_area,HassGetState,fan,none,custom_area,none,which,on
10502,puoi dirmi quale ventilatore è spento nella custom_area,HassGetState,fan,none,custom_area,none,which,off
10503,puoi dirmi quale ventilatore è spento nello custom_area,HassGetState,fan,none,custom_area,none,which,off
10504,puoi dirmi quale ventilatore è spento nel custom_area,HassGetState,fan,none,custom_area,none,which,off
10505,puoi dirmi quale ventilatore è spento in custom_area,HassGetState,fan,none,custom_area,none,which,off
10506,puoi dirmi quale ventilatore è acceso nella custom_area,HassGetState,fan,none,custom_area,none,which,on
10507,puoi dirmi quale ventilatore è acceso nello custom_area,HassGetState,fan,none,custom_area,none,which,on
10508,puoi dirmi quale ventilatore è acceso nel custom_area,HassGetState,fan,none,custom_area,none,which,on
10509,puoi dirmi quale ventilatore è acceso in custom_area,HassGetState,fan,none,custom_area,none,which,on
10510,puoi dirmi quale ventilazione è spenta nella custom_area,HassGetState,fan,none,custom_area,none,which,off
10511,puoi dirmi quale ventilazione è spenta nello custom_area,HassGetState,fan,none,custom_area,none,which,off
10512,puoi dirmi quale ventilazione è spenta nel custom_area,HassGetState,fan,none,custom_area,none,which,off
10513,puoi dirmi quale ventilazione è spenta in custom_area,HassGetState,fan,none,custom_area,none,which,off
10514,puoi dirmi quale ventilazione è accesa nella custom_area,HassGetState,fan,none,custom_area,none,which,on
10515,puoi dirmi quale ventilazione è accesa nello custom_area,HassGetState,fan,none,custom_area,none,which,on
10516,puoi dirmi quale ventilazione è accesa nel custom_area,HassGetState,fan,none,custom_area,none,which,on
10517,puoi dirmi quale ventilazione è accesa in custom_area,HassGetState,fan,none,custom_area,none,which,on
10518,puoi dirmi quale ventola è spenta nella custom_area,HassGetState,fan,none,custom_area,none,which,off
10519,puoi dirmi quale ventola è spenta nello custom_area,HassGetState,fan,none,custom_area,none,which,off
10520,puoi dirmi quale ventola è spenta nel custom_area,HassGetState,fan,none,custom_area,none,which,off
10521,puoi dirmi quale ventola è spenta in custom_area,HassGetState,fan,none,custom_area,none,which,off
10522,puoi dirmi quale ventola è accesa nella custom_area,HassGetState,fan,none,custom_area,none,which,on
10523,puoi dirmi quale ventola è accesa nello custom_area,HassGetState,fan,none,custom_area,none,which,on
10524,puoi dirmi quale ventola è accesa nel custom_area,HassGetState,fan,none,custom_area,none,which,on
10525,puoi dirmi quale ventola è accesa in custom_area,HassGetState,fan,none,custom_area,none,which,on
10526,puoi dirmi quali lampade della custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10527,puoi dirmi quali lampade della custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10528,puoi dirmi quali lampade dello custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10529,puoi dirmi quali lampade dello custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10530,puoi dirmi quali lampade del custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10531,puoi dirmi quali lampade del custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10532,puoi dirmi quali lampade nella custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10533,puoi dirmi quali lampade nella custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10534,puoi dirmi quali lampade nello custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10535,puoi dirmi quali lampade nello custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10536,puoi dirmi quali lampade nel custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10537,puoi dirmi quali lampade nel custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10538,puoi dirmi quali lampade in custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10539,puoi dirmi quali lampade in custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10540,puoi dirmi quali luci della custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10541,puoi dirmi quali luci della custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10542,puoi dirmi quali luci dello custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10543,puoi dirmi quali luci dello custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10544,puoi dirmi quali luci del custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10545,puoi dirmi quali luci del custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10546,puoi dirmi quali luci nella custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10547,puoi dirmi quali luci nella custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10548,puoi dirmi quali luci nello custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10549,puoi dirmi quali luci nello custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10550,puoi dirmi quali luci nel custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10551,puoi dirmi quali luci nel custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10552,puoi dirmi quali luci in custom_area sono spente,HassGetState,light,none,custom_area,none,which,off
10553,puoi dirmi quali luci in custom_area sono accese,HassGetState,light,none,custom_area,none,which,on
10554,puoi dirmi quali condizionatori della custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10555,puoi dirmi quali condizionatori della custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10556,puoi dirmi quali condizionatori dello custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10557,puoi dirmi quali condizionatori dello custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10558,puoi dirmi quali condizionatori del custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10559,puoi dirmi quali condizionatori del custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10560,puoi dirmi quali condizionatori nella custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10561,puoi dirmi quali condizionatori nella custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10562,puoi dirmi quali condizionatori nello custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10563,puoi dirmi quali condizionatori nello custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10564,puoi dirmi quali condizionatori nel custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10565,puoi dirmi quali condizionatori nel custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10566,puoi dirmi quali condizionatori in custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10567,puoi dirmi quali condizionatori in custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10568,puoi dirmi quali climatizzatori della custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10569,puoi dirmi quali climatizzatori della custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10570,puoi dirmi quali climatizzatori dello custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10571,puoi dirmi quali climatizzatori dello custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10572,puoi dirmi quali climatizzatori del custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10573,puoi dirmi quali climatizzatori del custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10574,puoi dirmi quali climatizzatori nella custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10575,puoi dirmi quali climatizzatori nella custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10576,puoi dirmi quali climatizzatori nello custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10577,puoi dirmi quali climatizzatori nello custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10578,puoi dirmi quali climatizzatori nel custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10579,puoi dirmi quali climatizzatori nel custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10580,puoi dirmi quali climatizzatori in custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10581,puoi dirmi quali climatizzatori in custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10582,puoi dirmi quali ventilatori della custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10583,puoi dirmi quali ventilatori della custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10584,puoi dirmi quali ventilatori dello custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10585,puoi dirmi quali ventilatori dello custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10586,puoi dirmi quali ventilatori del custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10587,puoi dirmi quali ventilatori del custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10588,puoi dirmi quali ventilatori nella custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10589,puoi dirmi quali ventilatori nella custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10590,puoi dirmi quali ventilatori nello custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10591,puoi dirmi quali ventilatori nello custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10592,puoi dirmi quali ventilatori nel custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10593,puoi dirmi quali ventilatori nel custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10594,puoi dirmi quali ventilatori in custom_area sono spenti,HassGetState,fan,none,custom_area,none,which,off
10595,puoi dirmi quali ventilatori in custom_area sono accesi,HassGetState,fan,none,custom_area,none,which,on
10596,puoi dirmi quali ventole della custom_area sono spente,HassGetState,fan,none,custom_area,none,which,off
10597,puoi dirmi quali ventole della custom_area sono accese,HassGetState,fan,none,custom_area,none,which,on
10598,puoi dirmi quali ventole dello custom_area sono spente,HassGetState,fan,none,custom_area,none,which,off
10599,puoi dirmi quali ventole dello custom_area sono accese,HassGetState,fan,none,custom_area,none,which,on
10600,puoi dirmi quali ventole del custom_area sono spente,HassGetState,fan,none,custom_area,none,which,off
10601,puoi dirmi quali ventole del custom_area sono accese,HassGetState,fan,none,custom_area,none,which,on
10602,puoi dirmi quali ventole nella custom_area sono spente,HassGetState,fan,none,custom_area,none,which,off
10603,puoi dirmi quali ventole nella custom_area sono accese,HassGetState,fan,none,custom_area,none,which,on
10604,puoi dirmi quali ventole nello custom_area sono spente,HassGetState,fan,none,custom_area,none,which,off
10605,puoi dirmi quali ventole nello custom_area sono accese,HassGetState,fan,none,custom_area,none,which,on
10606,puoi dirmi quali ventole nel custom_area sono spente,HassGetState,fan,none,custom_area,none,which,off
10607,puoi dirmi quali ventole nel custom_area sono accese,HassGetState,fan,none,custom_area,none,which,on
10608,puoi dirmi quali ventole in custom_area sono spente,HassGetState,fan,none,custom_area,none,which,off
10609,puoi dirmi quali ventole in custom_area sono accese,HassGetState,fan,none,custom_area,none,which,on
10610,puoi dirmi quale lampada della custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10611,puoi dirmi quale lampada della custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10612,puoi dirmi quale lampada dello custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10613,puoi dirmi quale lampada dello custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10614,puoi dirmi quale lampada del custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10615,puoi dirmi quale lampada del custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10616,puoi dirmi quale lampada nella custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10617,puoi dirmi quale lampada nella custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10618,puoi dirmi quale lampada nello custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10619,puoi dirmi quale lampada nello custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10620,puoi dirmi quale lampada nel custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10621,puoi dirmi quale lampada nel custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10622,puoi dirmi quale lampada in custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10623,puoi dirmi quale lampada in custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10624,puoi dirmi quale luce della custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10625,puoi dirmi quale luce della custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10626,puoi dirmi quale luce dello custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10627,puoi dirmi quale luce dello custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10628,puoi dirmi quale luce del custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10629,puoi dirmi quale luce del custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10630,puoi dirmi quale luce nella custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10631,puoi dirmi quale luce nella custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10632,puoi dirmi quale luce nello custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10633,puoi dirmi quale luce nello custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10634,puoi dirmi quale luce nel custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10635,puoi dirmi quale luce nel custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10636,puoi dirmi quale luce in custom_area è spenta,HassGetState,light,none,custom_area,none,which,off
10637,puoi dirmi quale luce in custom_area è accesa,HassGetState,light,none,custom_area,none,which,on
10638,puoi dirmi quale condizionatore della custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10639,puoi dirmi quale condizionatore della custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10640,puoi dirmi quale condizionatore dello custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10641,puoi dirmi quale condizionatore dello custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10642,puoi dirmi quale condizionatore del custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10643,puoi dirmi quale condizionatore del custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10644,puoi dirmi quale condizionatore nella custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10645,puoi dirmi quale condizionatore nella custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10646,puoi dirmi quale condizionatore nello custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10647,puoi dirmi quale condizionatore nello custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10648,puoi dirmi quale condizionatore nel custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10649,puoi dirmi quale condizionatore nel custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10650,puoi dirmi quale condizionatore in custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10651,puoi dirmi quale condizionatore in custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10652,puoi dirmi quale climatizzatore della custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10653,puoi dirmi quale climatizzatore della custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10654,puoi dirmi quale climatizzatore dello custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10655,puoi dirmi quale climatizzatore dello custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10656,puoi dirmi quale climatizzatore del custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10657,puoi dirmi quale climatizzatore del custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10658,puoi dirmi quale climatizzatore nella custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10659,puoi dirmi quale climatizzatore nella custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10660,puoi dirmi quale climatizzatore nello custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10661,puoi dirmi quale climatizzatore nello custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10662,puoi dirmi quale climatizzatore nel custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10663,puoi dirmi quale climatizzatore nel custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10664,puoi dirmi quale climatizzatore in custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10665,puoi dirmi quale climatizzatore in custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10666,puoi dirmi quale ventilatore della custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10667,puoi dirmi quale ventilatore della custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10668,puoi dirmi quale ventilatore dello custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10669,puoi dirmi quale ventilatore dello custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
10670,puoi dirmi quale ventilatore del custom_area è spento,HassGetState,fan,none,custom_area,none,which,off
10671,puoi dirmi quale ventilatore del custom_area è acceso,HassGetState,fan,none,custom_area,none,which,on
